"StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","UserLanguage","Q1...18","Q2_Version","ac1","ac1_DO","ac2","Q56","gender","gender_4_TEXT","ideology","pid_1","pid_1_DO","pid_dem","pid_rep","pid_indep","educ","race","hispanic","birthyear","religion","religiosity","income","media_diet_1","media_diet_2","media_diet_3","media_diet_4","media_diet_5","media_diet_6","media_diet_7","media_diet_8","media_diet_9","media_diet_10","media_diet_11","media_diet_12","media_diet_13","media_diet_14","media_diet_15","homeowner","home_purchase","Q109","Q110_1","Q110_2","Q110_3","Q110_4","Q110_5","Q110_DO","Q111_First Click","Q111_Last Click","Q111_Page Submit","Q111_Click Count","Q69_First Click","Q69_Last Click","Q69_Page Submit","Q69_Click Count","Q72_First Click","Q72_Last Click","Q72_Page Submit","Q72_Click Count","Q73","Q74_1","Q74_2","Q74_3","Q74_4","Q74_5","Q74_DO","Q75_First Click","Q75_Last Click","Q75_Page Submit","Q75_Click Count","Q123_First Click","Q123_Last Click","Q123_Page Submit","Q123_Click Count","Q127","Q128_1","Q128_2","Q128_3","Q128_4","Q128_5","Q128_DO","Q129_First Click","Q129_Last Click","Q129_Page Submit","Q129_Click Count","Q91","Q92_1","Q92_2","Q92_3","Q92_4","Q92_5","Q92_DO","Q93_First Click","Q93_Last Click","Q93_Page Submit","Q93_Click Count","Q3_First Click","Q3_Last Click","Q3_Page Submit","Q3_Click Count","Q56_First Click","Q56_Last Click","Q56_Page Submit","Q56_Click Count","Q1_125","Q1_1","Q1_2","Q1_3","Q1_4","Q1_5","Q1_DO","Q57_First Click","Q57_Last Click","Q57_Page Submit","Q57_Click Count","Q132_First Click","Q132_Last Click","Q132_Page Submit","Q132_Click Count","Q136","Q137_1","Q137_2","Q137_3","Q137_4","Q137_5","Q137_DO","Q138_First Click","Q138_Last Click","Q138_Page Submit","Q138_Click Count","Q1...151","Q2_1","Q2_2","Q2_3","Q2_4","shapiro_fc","shapiro_c","shapiro_misinfo","gruber_fc","gruber_c","gruber_misinfo","FL_80_DO","abortion_attitudes_DO"
"2024-06-27 09:24:53","2024-06-27 09:35:42","100","649","True","2024-06-27 09:35:42","EN","Yes","126.0.0.0","Watched television","Watched television|Talked on the telephone|None of these|Climbed Mt. Everest|Starred in a movie|Went bungee-jumping","Extremely interested,Very interested","1999","Woman",NA,"Somewhat liberal","Democrat","Republican|Democrat|Independent|Other","Not very strong Democrat",NA,NA,"High school diploma or the equivalent (GED)","Black or African American,American Indian or Alaska Native","No","1999","Agnostic","Never","$100,000 to less than $200,000","Never","Never","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Owned by you or someone in your household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.851","382.973","385.155","21","Somewhat accurate",NA,"80","70","55","50","Planned Parenthood|PolitiFact|McDonald's|iPhone|Seth Gruber","1.4","74.928","74.936","20","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,NA,"1","FL_112","Q1|Q2"
"2024-06-27 09:14:35","2024-06-27 09:35:43","100","1267","True","2024-06-27 09:35:43","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Climbed Mt. Everest|Watched television|None of these|Talked on the telephone|Starred in a movie|Went bungee-jumping","Extremely interested,Very interested","1993","Man",NA,"Somewhat conservative","Republican","Republican|Democrat|Independent|Other",NA,"Strong Republican",NA,"Bachelor's degree","White","No","1985","Roman Catholic","A few times a year","$60,000 to less than $70,000","Several times","Once","Several times","Several times","Several times","Never","Several times","Never","Never","Once","Several times","Never","Several times","Several times","Several times","Owned by you or someone in your household","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.147","1.147","10.221","1","2.215","295.03","300.947","7","Not at all accurate","53","100","92","100","100","PolitiFact|Seth Gruber|iPhone|McDonald's|Planned Parenthood","2.16","7.262","7.87","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,"1",NA,NA,"FL_88","Q1|Q2"
"2024-06-27 09:29:58","2024-06-27 09:35:46","100","348","True","2024-06-27 09:35:46","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Went bungee-jumping|Watched television|Climbed Mt. Everest|None of these|Starred in a movie|Talked on the telephone","Extremely interested,Very interested","1985","Woman",NA,"Somewhat liberal","Other","Democrat|Republican|Independent|Other",NA,NA,"Neither","Associate's degree","Black or African American","No","1985","Nothing in particular","Seldom","Less than $30,000","Several times","Several times","Several times","Several times","Several times","Never","Never","Never","Never","Never","Never","Never","Several times","Several times","Never","Owned by you or someone in your household","1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","82.69","0","Not very accurate","50","87","80","50","75","PolitiFact|Planned Parenthood|Ben Shapiro|McDonald's|iPhone","28.776","47.355","48.615","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"1",NA,NA,NA,"FL_111","Q2|Q1"
"2024-06-27 09:26:07","2024-06-27 09:35:46","100","579","True","2024-06-27 09:35:47","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","None of these|Went bungee-jumping|Talked on the telephone|Climbed Mt. Everest|Starred in a movie|Watched television","Extremely interested,Very interested","2022","Woman",NA,"Moderate; middle of the road","Independent","Republican|Democrat|Independent|Other",NA,NA,"Closer to the Democratic Party","Bachelor's degree","Black or African American","No","1984","Protestant","More than once a week","$90,000 to less than $100,000","Several times","Never","Every day","Several times","Several times","Several times","Several times","Never","Never","Several times","Several times","Never","Never","Once","Once","Owned by you or someone in your household","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","21.494","0","181.611","182.525","184.745","2","Not at all accurate","50","58","50","71","56","PolitiFact|Planned Parenthood|iPhone|McDonald's|Seth Gruber","7.561","58.436","59.387","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,"1",NA,NA,"FL_88","Q2|Q1"
"2024-06-27 09:30:05","2024-06-27 09:35:51","100","345","True","2024-06-27 09:35:51","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Starred in a movie|Watched television|Climbed Mt. Everest|None of these|Went bungee-jumping|Talked on the telephone","Extremely interested,Very interested","2024","Woman",NA,"Moderate; middle of the road","Independent","Republican|Democrat|Independent|Other",NA,NA,"Neither","Bachelor's degree","White","No","1995","Agnostic","Never","$40,000 to less than $50,000","Never","Never","Several times","Never","Once","Once","Never","Several times","Never","Never","Never","Never","Never","Several times","Never","Owned by you or someone in your household","2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","16.621","0","0","0","217.51","0","Not very accurate","30","50","41","25","50","Ben Shapiro|McDonald's|PolitiFact|Planned Parenthood|iPhone","2.547","6.702","7.472","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","1",NA,NA,NA,NA,NA,"FL_83","Q1|Q2"
"2024-06-27 09:11:34","2024-06-27 09:35:52","100","1458","True","2024-06-27 09:35:53","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Starred in a movie|Climbed Mt. Everest|Watched television|Talked on the telephone|None of these|Went bungee-jumping","Extremely interested,Very interested","2024","Man",NA,"Very conservative","Republican","Republican|Democrat|Independent|Other",NA,"Strong Republican",NA,"High school diploma or the equivalent (GED)","Multi-racial","Yes","2001","Protestant","Never","Less than $30,000","Never","Once","Several times","Never","Once","Never","Once","Never","Once","Never","Never","Never","Once","Never","Several times","Rented","2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","32.353","0","0.311","0.311","32.662","1","Somewhat accurate","9","12","75","16","7","iPhone|Seth Gruber|McDonald's|Planned Parenthood|PolitiFact","1.802","43.26","43.661","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, abortion should never be permitted.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,NA,"1",NA,NA,"FL_88","Q2|Q1"
"2024-06-27 09:21:15","2024-06-27 09:35:54","100","879","True","2024-06-27 09:35:54","EN","Yes","126.0.0.0","Watched television","None of these|Starred in a movie|Talked on the telephone|Watched television|Went bungee-jumping|Climbed Mt. Everest","Extremely interested,Very interested","2019","Woman",NA,"Very liberal","Democrat","Democrat|Republican|Independent|Other","Strong Democrat",NA,NA,"Bachelor's degree","White","No","1988","Nothing in particular","Never","$40,000 to less than $50,000","Once","Never","Several times","Never","Never","Never","Never","Several times","Never","Never","Several times","Never","Never","Several times","Never","Owned by you or someone in your household","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33.062","90.979","103.87","5","Not at all accurate","4","37","22","50","94","PolitiFact|iPhone|Planned Parenthood|McDonald's|Ben Shapiro","18.036","46.635","47.271","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"1",NA,NA,NA,"FL_111","Q1|Q2"
"2024-06-27 09:28:17","2024-06-27 09:35:57","100","460","True","2024-06-27 09:35:58","EN","Yes","Unknown","Watched television,Talked on the telephone","Climbed Mt. Everest|Starred in a movie|Watched television|Went bungee-jumping|None of these|Talked on the telephone","Extremely interested,Very interested","2019","Woman",NA,"Slightly liberal","Independent","Democrat|Republican|Independent|Other",NA,NA,"Neither","Associate's degree","Black or African American","No","1968","Something else","More than once a week","$50,000 to less than $60,000","Several times","Never","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Owned by you or someone in your household","2019","Not at all accurate","20","76","40","70","95","McDonald's|Ben Shapiro|iPhone|Planned Parenthood|PolitiFact","8.74","104.605","105.778","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"1",NA,NA,NA,NA,"FL_85","Q1|Q2"
"2024-06-27 09:26:36","2024-06-27 09:36:03","100","566","True","2024-06-27 09:36:04","EN","Yes","126.0.0.0","None of these","Starred in a movie|Talked on the telephone|Climbed Mt. Everest|Went bungee-jumping|None of these|Watched television","Extremely interested,Very interested","2020","Woman",NA,"Very conservative","Republican","Republican|Democrat|Independent|Other",NA,"Strong Republican",NA,"Bachelor's degree","White","No","1986","Roman Catholic","Once a week","$40,000 to less than $50,000","Several times","Once","Several times","Several times","Several times","Every day","Every day","Several times","Once","Several times","Several times","Once","Once","Every day","Every day","Owned by you or someone in your household","2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.654","19.853","21.2","2","Very accurate","33","90","80","73","100","Planned Parenthood|PolitiFact|Ben Shapiro|McDonald's|iPhone","2.396","12.816","13.479","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,"1",NA,NA,NA,"FL_111","Q1|Q2"
"2024-06-27 09:32:23","2024-06-27 09:36:04","100","221","True","2024-06-27 09:36:05","EN","Yes","126.0.0.0","Watched television","Went bungee-jumping|Climbed Mt. Everest|None of these|Watched television|Talked on the telephone|Starred in a movie","Extremely interested,Very interested","2012","Man",NA,"Somewhat liberal","Democrat","Democrat|Republican|Independent|Other","Strong Democrat",NA,NA,"Bachelor's degree","White","No","1973","Jewish","Seldom","$100,000 to less than $200,000","Once","Never","Several times","Several times","Several times","Never","Several times","Never","Never","Never","Several times","Never","Once","Never","Never","Rented",NA,"Not at all accurate","0","59","40","21","70","McDonald's|Planned Parenthood|Ben Shapiro|iPhone|PolitiFact","15.122","29.852","32.24","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"1",NA,NA,NA,NA,"FL_85","Q2|Q1"
"2024-06-27 09:30:35","2024-06-27 09:36:05","100","329","True","2024-06-27 09:36:05","EN","Yes","126.0.0.0","Watched television","Starred in a movie|Talked on the telephone|Climbed Mt. Everest|None of these|Went bungee-jumping|Watched television","Extremely interested,Very interested","2011","Woman",NA,"Very conservative","Republican","Democrat|Republican|Independent|Other",NA,"Strong Republican",NA,"Some college","White","No","1980","Protestant","Seldom","$90,000 to less than $100,000","Never","Never","Several times","Once","Never","Never","Never","Never","Every day","Never","Never","Several times","Never","Several times","Several times","Owned by you or someone in your household","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.823","52.949","69.766","3","26.982","26.982","33.331","1","Not at all accurate","50","50","80","0","50","PolitiFact|Planned Parenthood|iPhone|McDonald's|Seth Gruber","5.188","16.859","18.26","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,"1",NA,NA,"FL_88","Q2|Q1"
"2024-06-27 09:31:05","2024-06-27 09:36:06","100","301","True","2024-06-27 09:36:06","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Starred in a movie|Talked on the telephone|Watched television|Went bungee-jumping|Climbed Mt. Everest|None of these","Extremely interested,Very interested","2021","Woman",NA,"Somewhat liberal","Democrat","Republican|Democrat|Independent|Other","Strong Democrat",NA,NA,"Master's degree","White","Yes","1988","Roman Catholic","A few times a year","$100,000 to less than $200,000","Several times","Several times","Several times","Once","Never","Every day","Never","Once","Never","Once","Once","Never","Once","Several times","Never","Rented","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","78.058","0","Not at all accurate","50","100","100","14","85","iPhone|McDonald's|Planned Parenthood|Seth Gruber|PolitiFact","5.395","46.361","47.264","11","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,NA,"1","FL_112","Q2|Q1"
"2024-06-27 09:27:36","2024-06-27 09:36:08","100","512","True","2024-06-27 09:36:09","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Starred in a movie|Went bungee-jumping|Climbed Mt. Everest|None of these|Talked on the telephone|Watched television","Extremely interested,Very interested","2010","Woman",NA,"Slightly conservative","Republican","Republican|Democrat|Independent|Other",NA,"Not very strong Republican",NA,"Bachelor's degree","Asian/Pacific Islander","No","1975","Agnostic","Seldom","$100,000 to less than $200,000","Every day","Several times","Every day","Several times","Once","Never","Once","Never","Several times","Several times","Several times","Never","Never","Several times","Every day","Rented","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.474","90.426","90.988","8","6.091","129.592","152.367","20","Not at all accurate","0","37","43","95","100","Planned Parenthood|Seth Gruber|iPhone|PolitiFact|McDonald's","8.634","65.285","66.641","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,"1",NA,NA,"FL_88","Q2|Q1"
"2024-06-27 09:27:18","2024-06-27 09:36:11","100","532","True","2024-06-27 09:36:11","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Watched television|Went bungee-jumping|None of these|Climbed Mt. Everest|Talked on the telephone|Starred in a movie","Extremely interested,Very interested","2012","Woman",NA,"Very liberal","Democrat","Republican|Democrat|Independent|Other","Strong Democrat",NA,NA,"Bachelor's degree","White","No","1978","Agnostic","Never","$30,000 to less than $40,000","Every day","Never","Several times","Several times","Never","Never","Never","Never","Never","Never","Once","Never","Never","Never","Never","Rented","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.789","148.474","149.773","5","33.872","103.574","134.174","3","Not at all accurate","0","25","60","50","50","McDonald's|PolitiFact|Ben Shapiro|Planned Parenthood|iPhone","9.614","26.709","27.995","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","1",NA,NA,NA,NA,NA,"FL_83","Q1|Q2"
"2024-06-27 09:32:15","2024-06-27 09:36:19","100","243","True","2024-06-27 09:36:19","EN","Yes","124.0.0.0","Watched television,Talked on the telephone","Went bungee-jumping|Watched television|None of these|Climbed Mt. Everest|Talked on the telephone|Starred in a movie","Extremely interested,Very interested","2007","Woman",NA,"Very liberal","Other","Democrat|Republican|Independent|Other",NA,NA,"Closer to the Democratic Party","Bachelor's degree","Black or African American","No","2001","Atheist","Never","$100,000 to less than $200,000","Once","Never","Several times","Once","Never","Once","Several times","Once","Never","Never","Once","Never","Once","Once","Never","Owned by you or someone in your household","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","23.679","0","Not at all accurate","0","76","42",NA,"56","PolitiFact|iPhone|Ben Shapiro|McDonald's|Planned Parenthood","9.698","31.676","31.68","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"1",NA,NA,NA,"FL_111","Q2|Q1"
"2024-06-27 09:15:48","2024-06-27 09:36:24","100","1235","True","2024-06-27 09:36:24","EN","Yes","126.0.0.0","None of these","Climbed Mt. Everest|None of these|Watched television|Starred in a movie|Went bungee-jumping|Talked on the telephone","Extremely interested,Very interested","2018","Man",NA,"Moderate; middle of the road","Democrat","Democrat|Republican|Independent|Other","Not very strong Democrat",NA,NA,"Bachelor's degree","Black or African American","No","1997","Protestant","A few times a year","$40,000 to less than $50,000","Once","Several times","Several times","Several times","Several times","Once","Several times","Never","Several times","Several times","Several times","Once","Once","Several times","Several times","Rented","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","216.198","0","0","0","301.718","0","Very accurate","100","100","81","100","100","PolitiFact|Planned Parenthood|Ben Shapiro|McDonald's|iPhone","34.581","80.174","82.244","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties","1",NA,NA,NA,NA,NA,"FL_83","Q2|Q1"
"2024-06-27 09:32:29","2024-06-27 09:36:24","100","235","True","2024-06-27 09:36:25","EN","Yes","126.0.6478.108","Watched television,Talked on the telephone","None of these|Talked on the telephone|Watched television|Climbed Mt. Everest|Went bungee-jumping|Starred in a movie","Extremely interested,Very interested","2006","Woman",NA,"Very liberal","Democrat","Republican|Democrat|Independent|Other","Strong Democrat",NA,NA,"High school diploma or the equivalent (GED)","White","No","2000","Atheist","Never","$70,000 to less than $80,000","Once","Never","Never","Once","Never","Never","Never","Never","Never","Never","Once","Never","Never","Never","Once","Rented",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","54","29","73","95","PolitiFact|iPhone|Seth Gruber|Planned Parenthood|McDonald's","3.585","55.896","57.493","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,"1",NA,"FL_89","Q1|Q2"
"2024-06-27 09:31:21","2024-06-27 09:36:25","100","303","True","2024-06-27 09:36:25","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Starred in a movie|Went bungee-jumping|None of these|Talked on the telephone|Watched television|Climbed Mt. Everest","Extremely interested,Very interested","1996","Woman",NA,"Somewhat liberal","Independent","Democrat|Republican|Independent|Other",NA,NA,"Closer to the Democratic Party","Professional or doctorate degree","White","No","1962","Something else","A few times a year","$100,000 to less than $200,000","Several times","Never","Every day","Several times","Every day","Once","Several times","Every day","Never","Several times","Several times","Never","Never","Several times","Never","Owned by you or someone in your household","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","16.551","0","0","0","16.079","0","Not at all accurate","0","50","50","79","100","iPhone|Ben Shapiro|Planned Parenthood|PolitiFact|McDonald's","18.622","62.262","64.247","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","1",NA,NA,NA,NA,NA,"FL_83","Q2|Q1"
