"StartDate_w1","EndDate_w1","Progress_w1","Duration (in seconds)_w1","Finished_w1","RecordedDate_w1","UserLanguage_w1","gender_w1","gender_4_TEXT_w1","ideology_w1","pid_1_w1","pid_dem_w1","pid_rep_w1","pid_indep_w1","educ_w1","race_w1","hispanic_w1","birthyear_w1","Q27_w1","religion_w1","religiosity_w1","Q43_w1","income_w1","media_diet_1_w1","media_diet_2_w1","media_diet_3_w1","media_diet_4_w1","media_diet_5_w1","media_diet_6_w1","media_diet_7_w1","media_diet_8_w1","media_diet_9_w1","media_diet_10_w1","media_diet_11_w1","media_diet_12_w1","media_diet_13_w1","media_diet_14_w1","media_diet_15_w1","fc_1_belief_w1","Q43_1_w1","fc_2_belief_w1","fc_2_certainty_1_w1","fc_3_belief_w1","fc_3_certainty_1_w1","abortion_laws_w1","abortion_penalties_1_w1","abortion_penalties_2_w1","abortion_penalties_3_w1","abortion_penalties_4_w1","thermometer_1_w1","thermometer_2_w1","thermometer_3_w1","thermometer_5_w1","thermometer_6_w1","thermometer_7_w1","voting_w1","Q35_w1","Q46_w1","Q28_w1","Q29_w1","Q30_w1","Q31_w1","StartDate_w2","EndDate_w2","Progress_w2","Duration (in seconds)_w2","Finished_w2","RecordedDate_w2","UserLanguage_w2","Q3_First Click...23_w2","Q3_Last Click...24_w2","Q3_Page Submit...25_w2","Q3_Click Count...26_w2","Q6_First Click...27_w2","Q6_Last Click...28_w2","Q6_Page Submit...29_w2","Q6_Click Count...30_w2","Q1...31_w2","Q1_1...32_w2","Q1_2...33_w2","Q1_3...34_w2","Q1_4...35_w2","Q1_5...36_w2","Q2_First Click...37_w2","Q2_Last Click...38_w2","Q2_Page Submit...39_w2","Q2_Click Count...40_w2","Q3_First Click...41_w2","Q3_Last Click...42_w2","Q3_Page Submit...43_w2","Q3_Click Count...44_w2","Q3_First Click...45_w2","Q3_Last Click...46_w2","Q3_Page Submit...47_w2","Q3_Click Count...48_w2","Q6_First Click...49_w2","Q6_Last Click...50_w2","Q6_Page Submit...51_w2","Q6_Click Count...52_w2","Q1...53_w2","Q1_1...54_w2","Q1_2...55_w2","Q1_3...56_w2","Q1_4...57_w2","Q1_5...58_w2","Q2_First Click...59_w2","Q2_Last Click...60_w2","Q2_Page Submit...61_w2","Q2_Click Count...62_w2","Q3_First Click...63_w2","Q3_Last Click...64_w2","Q3_Page Submit...65_w2","Q3_Click Count...66_w2","Q3_First Click...67_w2","Q3_Last Click...68_w2","Q3_Page Submit...69_w2","Q3_Click Count...70_w2","Q6_First Click...71_w2","Q6_Last Click...72_w2","Q6_Page Submit...73_w2","Q6_Click Count...74_w2","Q1...75_w2","Q1_1...76_w2","Q1_2...77_w2","Q1_3...78_w2","Q1_4...79_w2","Q1_5...80_w2","Q1_6_w2","Q2_First Click...82_w2","Q2_Last Click...83_w2","Q2_Page Submit...84_w2","Q2_Click Count...85_w2","Q3_First Click...86_w2","Q3_Last Click...87_w2","Q3_Page Submit...88_w2","Q3_Click Count...89_w2","Q1...90_w2","Q2_1_w2","Q2_2_w2","Q2_3_w2","Q2_4_w2","fc1_w2","fc2_w2","fc3_w2"
"2024-01-31 13:39:53","2024-01-31 13:46:28","100","395","True","2024-01-31 13:46:29","EN","Man",NA,"Somewhat liberal","Democrat","Strong Democrat",NA,NA,"Associate's degree","White","No","1981","A lot","Atheist","Never","No","$90,000 to less than $100,000","Several times","Never","Several times","Several times","Never","Never","Never","Never","Never","Several times","Once","Never","Never","Once","Several times","Not at all accurate","80","Not at all accurate","50","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,"100","100","100","I  would be willing to wait in line for as long as it takes to vote","Extremely important","42","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 10:19:27","2024-02-22 10:21:58","100","151","True","2024-02-22 10:21:58","EN",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","50","10","50","80","5.767","43.465","49.039","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","c",NA,NA
"2024-01-31 13:43:26","2024-01-31 13:47:37","100","251","True","2024-01-31 13:47:38","EN","Woman",NA,"Moderate; middle of the road","Other",NA,NA,"Neither","High school diploma or the equivalent (GED)","Black or African American","No","1979","A lot","Muslim","Seldom","No","$40,000 to less than $50,000","Once","Never","Once","Every day","Never","Never","Never","Never","Never","Never","Never","Never","Never","Several times","Never","Somewhat accurate","30","Not at all accurate","90","Not at all accurate","100","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should not face penalties","Should face penalties","0","50","50","50","0","0","Not applicable: I would not vote, no matter how long or short the line was","Not at all important","44","It is a myth that millions of Jewish civilians were killed in World War II","Very",NA,NA,"2024-02-22 08:06:33","2024-02-22 08:11:07","100","274","True","2024-02-22 08:11:08","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","50","70","0","0","0","3.111","23.29","24.744","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, abortion should never be permitted.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,"c",NA
"2024-01-31 14:14:08","2024-01-31 14:16:25","100","136","True","2024-01-31 14:16:26","EN","Woman",NA,"Very liberal","Democrat","Strong Democrat",NA,NA,"Bachelor's degree","White","No","1991","A lot","Jewish","Never","No","$80,000 to less than $90,000","Several times","Every day","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Not at all accurate","100","Not at all accurate","100","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,"64","90","77","I  would be willing to wait in line for as long as it takes to vote","Extremely important","32","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 08:56:12","2024-02-22 08:58:00","100","107","True","2024-02-22 08:58:00","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","88","40","34","91","90","3.065","15.931","17.254","12","0","0","26.618","0","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"mis"
"2024-01-31 13:54:01","2024-01-31 14:09:10","100","909","True","2024-01-31 14:09:11","EN","Man",NA,"Moderate; middle of the road","Independent",NA,NA,"Neither","Bachelor's degree","American Indian or Alaska Native","Yes","1989","A moderate amount","Roman Catholic","Once or twice a month","No","$40,000 to less than $50,000","Never","Once","Once","Once","Every day","Several times","Once","Once","Several times","Once","Once","Never","Never","Once","Several times","Somewhat accurate","23","Not very accurate","28","Somewhat accurate","70","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should not face penalties","Should not face penalties","68","29","74","50","70","65","I would be willing to wait in line up to an hour to vote","Slightly important","34","It is a fact that millions of Jewish civilians were killed in World War II","Moderately",NA,NA,"2024-02-22 08:32:32","2024-02-22 08:40:15","100","463","True","2024-02-22 08:40:16","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","17","76","56","72","100","100","5.361","13.131","13.565","11",NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should not face penalties","Should not face penalties","Should face penalties","Should not face penalties",NA,NA,"c"
"2024-01-31 14:01:32","2024-01-31 14:07:25","100","352","True","2024-01-31 14:07:25","EN","Man",NA,"Very conservative","Republican",NA,"Strong Republican",NA,"Some college","White","No","1980","A lot","Protestant","Once or twice a month","No","$30,000 to less than $40,000","Several times","Never","Several times","Several times","Several times","Never","Every day","Never","Several times","Several times","Never","Several times","Never","Never","Every day","Somewhat accurate","75","Not very accurate","99","Not at all accurate","100","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties","50","75",NA,NA,"10","5","I  would be willing to wait in line for as long as it takes to vote","Extremely important","43",NA,NA,"It is a myth that the Holocaust happened","Very","2024-02-22 14:35:31","2024-02-22 14:53:59","100","1108","True","2024-02-22 14:53:59","EN",NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate","75","50","50","1","2","7.475","40.094","40.829","8","0","0","166.819","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties","mis",NA,NA
"2024-01-31 13:38:24","2024-01-31 13:40:46","100","141","True","2024-01-31 13:40:46","EN","Man",NA,"Moderate; middle of the road","Democrat","Not very strong Democrat",NA,NA,"Bachelor's degree","White","No","1984","A little","Roman Catholic","Never","No","$30,000 to less than $40,000","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Somewhat accurate","50","Not very accurate","70","Somewhat accurate","80","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","100","100","100","100","100","100","Not applicable: I would not vote, no matter how long or short the line was","Not at all important","39","It is a fact that millions of Jewish civilians were killed in World War II","Not at all",NA,NA,"2024-02-22 10:25:50","2024-02-22 10:40:21","100","871","True","2024-02-22 10:40:22","EN",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","50","100","50","50","50","3.85","10.531","10.902","5","0","0","82.735","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","mis",NA,NA
"2024-01-31 13:50:28","2024-01-31 13:53:14","100","166","True","2024-01-31 13:53:15","EN","Man",NA,"Very liberal","Democrat","Strong Democrat",NA,NA,"Bachelor's degree","White","No","1991","A little","Agnostic","Seldom","No","$50,000 to less than $60,000","Several times","Never","Once","Several times","Never","Never","Once","Never","Never","Never","Several times","Never","Never","Several times","Never","Not at all accurate","72","Somewhat accurate","80","Not at all accurate","79","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","68","50",NA,NA,NA,"77","I would be willing to wait in line up to 15 minutes to vote","Moderately important","32","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 16:08:07","2024-02-22 16:09:41","100","93","True","2024-02-22 16:09:41","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","39","74","26","35","70","1.11","18.709","20.144","20","3.14","23.563","24.331","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"mis",NA
"2024-01-31 13:43:27","2024-01-31 13:54:06","100","638","True","2024-01-31 13:54:06","EN","Woman",NA,"Somewhat liberal","Democrat","Not very strong Democrat",NA,NA,"Some college","Black or African American","No","1982","A little","Protestant","A few times a year","No","$60,000 to less than $70,000","Every day","Once","Once","Several times","Every day","Once","Once","Every day","Several times","Several times","Several times","Once","Once","Once","Several times","Somewhat accurate","73","Not very accurate","50","Very accurate","100","The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","28","68","84","72","88","92","I would be willing to wait in line up to an hour to vote","Very important","41",NA,NA,"It is a fact that the Holocaust happened","Very","2024-02-22 07:41:19","2024-02-22 07:46:25","100","306","True","2024-02-22 07:46:25","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","86","44","97","89","75","74","3.259","11.746","12.84","12","0","0","28.854","0","The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"mis"
"2024-01-31 14:06:32","2024-01-31 14:11:59","100","326","True","2024-01-31 14:12:00","EN","Woman",NA,"Very liberal","Democrat","Not very strong Democrat",NA,NA,"Bachelor's degree","White","No","1959","A moderate amount","Roman Catholic","Never","No","$100,000 to less than $200,000","Never","Never","Every day","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Not very accurate","50","Not at all accurate","94","Somewhat accurate","50","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","50","50","50","50","50","93","I would be willing to wait in line up to an hour to vote","Very important","64",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:21:19","2024-02-22 08:26:16","100","296","True","2024-02-22 08:26:16","EN",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","50","50","0","77","95","4.573","56.373","57.627","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","c",NA,NA
"2024-01-31 13:49:43","2024-01-31 13:59:02","100","558","True","2024-01-31 13:59:02","EN","Man",NA,"Moderate; middle of the road","Independent",NA,NA,"Closer to the Democratic Party","High school diploma or the equivalent (GED)","White","No","1970","A little","Protestant","Never","No","Less than $30,000","Never","Never","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Once","Not very accurate","25","Not at all accurate","75","Very accurate","50","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","50","50","50","50","50","75","I  would be willing to wait in line for as long as it takes to vote","Very important","54",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:39:04","2024-02-22 08:51:16","100","732","True","2024-02-22 08:51:17","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33.211","143.31","202.35","6","4.083","216.941","229.561","15","Not at all accurate","0","50","50","100","100","20.998","165.707","169.694","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"fc",NA
"2024-01-31 13:43:28","2024-01-31 13:47:55","100","266","True","2024-01-31 13:47:55","EN","Man",NA,"Somewhat conservative","Independent",NA,NA,"Closer to the Republican Party","Bachelor's degree","White","No","1949","A lot","Protestant","Seldom","No","$50,000 to less than $60,000","Never","Never","Every day","Once","Once","Never","Never","Never","Once","Never","Never","Never","Never","Several times","Once","Not very accurate","71","Not at all accurate","96","Not at all accurate","100","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should not face penalties","Should face penalties","Should not face penalties","Should not face penalties","30","0","50","0","0","0","I  would be willing to wait in line for as long as it takes to vote","Extremely important","74","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-23 07:15:42","2024-02-23 07:19:54","100","251","True","2024-02-23 07:19:54","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","77.7","0","77.14","77.14","78.64","1","Not very accurate","27","40","33","7","1","7.692","19.564","20.685","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should not face penalties","Should face penalties","Should not face penalties","Should face penalties",NA,"fc",NA
"2024-01-31 13:47:08","2024-01-31 13:54:49","100","461","True","2024-01-31 13:54:50","EN","Woman",NA,"Very conservative","Republican",NA,"Strong Republican",NA,"Professional or doctorate degree","White","No","1968","A moderate amount","Roman Catholic","Once a week","No","Less than $30,000","Several times","Never","Every day","Never","Every day","Once","Every day","Every day","Several times","Never","Never","Once","Never","Once","Several times","Very accurate","73","Not very accurate","87","Not at all accurate","100","By law, abortion should never be permitted.","Should not face penalties","Should face penalties","Should face penalties","Should face penalties","50","50","100","0","0","0","I  would be willing to wait in line for as long as it takes to vote","Slightly important","55","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 08:37:13","2024-02-22 08:55:04","100","1070","True","2024-02-22 08:55:05","EN",NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate","50","62","34","0","0","340.229","349.245","350.23","8","0","0","81.127","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, abortion should never be permitted.","Should face penalties","Should face penalties","Should face penalties","Should face penalties","mis",NA,NA
"2024-01-31 14:11:43","2024-01-31 14:16:27","100","283","True","2024-01-31 14:16:28","EN","Woman",NA,"Very liberal","Democrat","Strong Democrat",NA,NA,"Some college","White","No","1972","A moderate amount","Roman Catholic","Never","No","$50,000 to less than $60,000","Several times","Several times","Several times","Several times","Several times","Several times","Every day","Every day","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Somewhat accurate","75","Somewhat accurate","74","Very accurate","95","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties","100","90","100","90","54","91","I  would be willing to wait in line for as long as it takes to vote","Extremely important","50","It is a fact that millions of Jewish civilians were killed in World War II","Very",NA,NA,"2024-02-23 06:50:31","2024-02-23 06:53:24","100","173","True","2024-02-23 06:53:25","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","86","78","100","76","75","96","3.166","19.616","20.688","13","0","0","30.361","0","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,"mis"
"2024-01-31 13:36:40","2024-01-31 13:42:28","100","347","True","2024-01-31 13:42:28","EN","Woman",NA,"Moderate; middle of the road","Independent",NA,NA,"Closer to the Democratic Party","Associate's degree","Black or African American","No","1994","A little","Nothing in particular","Never","No","$50,000 to less than $60,000","Once","Never","Once","Never","Never","Never","Several times","Once","Never","Never","Never","Never","Never","Once","Once","Not at all accurate","91","Not very accurate","90","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","77","29","67","34","53","100","Not applicable: I would not vote, no matter how long or short the line was","Slightly important","29",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:55:08","2024-02-22 09:08:46","100","817","True","2024-02-22 09:08:46","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.777","530.183","561.144","6","0.61","0.61","55.383","1","Not at all accurate","2","64","42","28","100","1.041","45.97","46.968","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"fc",NA
"2024-01-31 13:59:18","2024-01-31 14:06:14","100","416","True","2024-01-31 14:06:15","EN","Woman",NA,"Moderate; middle of the road","Independent",NA,NA,"Neither","Did not graduate from high school","White","No","1974","A little","Protestant","Seldom","No","$30,000 to less than $40,000","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Somewhat accurate","80","Not at all accurate","90","Not very accurate","50","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties","50","50","50","50","50","50","Not applicable: I would not vote, no matter how long or short the line was","Moderately important","49","It is a fact that millions of Jewish civilians were killed in World War II","Very",NA,NA,"2024-02-22 16:11:53","2024-02-22 16:19:52","100","478","True","2024-02-22 16:19:53","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","33.508","0","0","0","218.954","0","Not very accurate","50","50","70","70","0","50","15.739","55.334","57.181","9",NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,"fc"
"2024-01-31 14:06:51","2024-01-31 14:11:17","100","265","True","2024-01-31 14:11:17","EN","Man",NA,"Slightly conservative","Independent",NA,NA,"Closer to the Republican Party","Some college","White","No","1995","A moderate amount","Roman Catholic","A few times a year","No","$100,000 to less than $200,000","Several times","Never","Several times","Once","Once","Several times","Once","Never","Once","Never","Never","Never","Once","Several times","Once","Somewhat accurate","70","Not at all accurate","77","Somewhat accurate","52","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should not face penalties","Should face penalties","Should not face penalties","Should face penalties","50","50","55","55","45","23","I would be willing to wait in line up to 15 minutes to vote","Very important","28",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 11:21:21","2024-02-22 11:23:15","100","114","True","2024-02-22 11:23:16","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","50","45","60","56","30","1.675","22.306","24.906","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should face penalties","Should face penalties","Should not face penalties","Should face penalties",NA,"c",NA
"2024-01-31 13:52:59","2024-01-31 13:58:10","100","310","True","2024-01-31 13:58:10","EN","Man",NA,"Moderate; middle of the road","Independent",NA,NA,"Neither","High school diploma or the equivalent (GED)","White","No","1981","A little","Agnostic","Seldom","No","Less than $30,000","Several times","Never","Every day","Once","Several times","Once","Several times","Never","Never","Never","Once","Never","Never","Several times","Several times","Not very accurate","33","Not very accurate","75","Not at all accurate","95","The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","50","50","50","50","50","75","I  would be willing to wait in line for as long as it takes to vote","Extremely important","42",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:16:14","2024-02-22 08:19:11","100","176","True","2024-02-22 08:19:11","EN",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","50","51","50","50","90","8.011","19.862","21.245","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","c",NA,NA
"2024-01-31 13:34:26","2024-01-31 13:39:30","100","303","True","2024-01-31 13:39:30","EN","Woman",NA,"Slightly liberal","Democrat","Strong Democrat",NA,NA,"Some college","White","No","1998","A moderate amount","Nothing in particular","Never","No","$30,000 to less than $40,000","Never","Never","Never","Never","Once","Never","Never","Several times","Never","Never","Never","Never","Never","Once","Never","Not at all accurate","71","Not very accurate","93","Somewhat accurate","64","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"0",NA,NA,"100","I would be willing to wait in line up to an hour to vote","Very important","25",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:11:30","2024-02-22 08:18:22","100","412","True","2024-02-22 08:18:23","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","50","57","63","50","100","11.278","26.97","28.455","8","0","0","50.021","0","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"mis"
